ID,utterances,IOB Slot tags
1664,i want to see movies directed by ridley scott,O O O O O O O B_director I_director
1665,german movie info,B_country O O
1666,i want to watch a german movie,O O O O O B_country O
1667,info german movie,O B_country O
1668,show german movies,O B_country O
1669,find action movies,O B_genre O
1670,looking for an action movie,O O O B_genre O
1671,what is the ratings of action movies,O O O O O B_genre O
1672,movies patrick swayze played in,O B_person I_person O O
1673,show me a movie that starred patrick swayze,O O O O O O B_cast I_cast
1674,show me short films,O O B_genre O
1675,movies by george lucas,O O B_director I_director
1676,list of all dutch movies,O O O B_country O
1677,please give me a dutch movie listing,O O O O B_country O O
1678,dutch movie listing,B_country O O
1679,show me childrens movies,O O B_mpaa_rating O
1680,movies tom cruise produced,O B_producer I_producer O
1681,what movies did harry weinstein produce,O O O B_producer I_producer O
1682,i want to look for movies produced by morgan freeman,O O O O O O O O B_producer I_producer
1683,i would like to find movies produced by morgan freeman,O O O O O O O O B_producer I_producer
1684,look for movies produced by morgan freeman,O O O O O B_producer I_producer
1685,search for movies produced by morgan freeman,O O O O O B_producer I_producer
1686,what movies are in bengali,O O O O B_language
1687,meryl streep movies,B_person I_person O
1688,movies frances ford copolla,O B_person I_person I_person
1689,what movie did victor fleming direct,O O O B_director I_director O
1690,movies from russia,O O B_country
1691,search for films produced in russia,O O O O O B_country
1692,find movies produced in russia,O O O O B_country
1693,find all details about star wars-a new hope movie,O O O O B_movie I_movie I_movie I_movie O
1694,show all details about star wars-a new hope movie,O O O O B_movie I_movie I_movie I_movie O
1695,get me information about the movie star wars four,O O O O O O B_movie I_movie I_movie
1696,can you show me details about the movie star wars:episode four - a new hope,O O O O O O O O B_movie I_movie I_movie I_movie I_movie I_movie I_movie
1697,give me detailed information about the movie star wars:episode four -a new hope,O O O O O O O B_movie I_movie I_movie I_movie I_movie I_movie
1698,i would like to get some information about the movie star wars:episode four -a new hope,O O O O O O O O O O B_movie I_movie I_movie I_movie I_movie I_movie
1699,list star wars movie a new hope,O B_movie I_movie I_movie I_movie I_movie I_movie
1700,find info about star wars episode four,O O O B_movie I_movie I_movie I_movie
1701,get me info on star wars episode four,O O O O B_movie I_movie I_movie I_movie
1702,get me star wars episode four details,O O B_movie I_movie I_movie I_movie O
1703,i want to see info about star wars four,O O O O O O B_movie I_movie I_movie
1704,run a search for star wars four,O I_movie O O B_movie I_movie I_movie
1705,show me star wars four,O O B_movie I_movie I_movie
1706,show me star wars four page,O O B_movie I_movie I_movie O
1707,star wars four,B_movie I_movie I_movie
1708,take me to star wars four page,O O O B_movie I_movie I_movie O
1709,where can i watch star wars four,O O O O B_movie I_movie I_movie
1710,tell about star wars iv,O O B_movie I_movie I_movie
1711,what is full name of star wars iv,O O O O O B_movie I_movie I_movie
1712,darth vader,B_char I_char
1713,han solo,B_char I_char
1714,i only want movies by sidney lumit,O O O O O B_director I_director
1715,movies with sally field,O O B_cast I_cast
1716,can you please open page about in july movie,O O O O O O B_movie I_movie O
1717,display details of in july movie,O O O B_movie I_movie O
1718,exhibit details of in july movie,O O O B_movie I_movie O
1719,in july movie page,B_movie I_movie O O
1720,about movie in july,O O B_movie I_movie
1721,find me the film in july,O O O O B_movie I_movie
1722,show information for the movie title in july with moritz bleibtreu,O O O O O O B_movie I_movie O B_cast I_cast
1723,give me details about the movie in july,O O O O O O B_movie I_movie
1724,i want information about the movie in july,O O O O O O B_movie I_movie
1725,i would like to get detailed information about the movie in july,O O O O O O O O O O B_movie I_movie
1726,search the movie in july,O O O B_movie I_movie
1727,show data for the movie in july,O O O O O B_movie I_movie
1728,show me detailed information about the movie in july,O O O O O O O B_movie I_movie
1729,show me more details for the movie in july,O O O O O O O B_movie I_movie
1730,check movie in july information,O O B_movie I_movie O
1731,display information for the movie in july,O O O O O B_movie I_movie
1732,i want to see anne hathaway 's latest movie,O O O O B_person I_person O O O
1733,show me anne hathaway 's latest movie,O O B_person I_person O O O
1734,show me hathaway 's recent movies,O O B_person O B_release_year O
1735,what movies has jack black been in,O O O B_cast I_cast O O
1736,angelina jolie movies,B_person I_person O
1737,in which movies has angelina jolie starred,O O O O B_cast I_cast O
1738,list of movies starring angelina jolie,O O O O B_cast I_cast
1739,movies with angelina jolie,O O B_cast I_cast
1740,show angelina jolie movies,O B_person I_person O
1741,show me all movies for angelina jolie,O O O O O B_person I_person
1742,show movies with angelina jolie,O O O B_cast I_cast
1743,what movies has angelina jolie been in,O O O O B_cast I_cast O
1744,which movies has angelina jolie been in,O O O O B_cast I_cast O
1745,list movies starring angelina jolie,O O O B_cast I_cast
1746,list movies with angelina jolie in them,O O O B_cast I_cast O O
1747,funny kids movies,B_genre B_mpaa_rating O
1748,movies about basketball,O O B_subject
1749,can you locate movies produced by clint eastwood,O O O O O O B_producer I_producer
1750,can you show movies produced by clint eastwood,O O O O O O B_producer I_producer
1751,find all movies produced by clint eastwood,O O O O O B_producer I_producer
1752,i am looking for movies produced by clint eastwood,O O O O O O O B_producer I_producer
1753,i need a list of movies produced by clint eastwood,O O O O O O O O B_producer I_producer
1754,please find movies produced by clint eastwood,O O O O O B_producer I_producer
1755,will you provide a list of movies produced by clint eastwood,O O O O O O O O O B_producer I_producer
1756,i want to see more movies with katie holmes,O O O O O O O B_cast I_cast
1757,find any movies about horses,O O O O B_subject
1758,what are some current movies with horses as the main topic of the movie,O O O O O O B_subject O O O O O O O
1759,johnny depp movies,B_person I_person O
1760,bring up black swan production,O O B_movie I_movie O
1761,all the movies of karan johar,O O O O B_director I_director
1762,karan johar 's movies,B_director I_director O O
1763,find movies of karan johar,O O O B_director I_director
1764,movies of karan johar,O O B_director I_director
1765,find director movies,O O O
1766,find a list of directors and their movies,O O O O O O O O
1767,movies and who directed them,O O O O O
1768,bring up all director movies,O O O O O
1769,list director movies,O O O
1770,show movies directed by,O O O O
1771,i want to look up information about the movie hotel transylvania,O O O O O O O O O B_movie I_movie
1772,will ferrell been in,B_cast I_cast O O
1773,what has will ferrell done,O O B_person I_person O
1774,find movies about gambling,O O O B_subject
1775,find movies about ice skating,O O O B_subject I_subject
1776,generate a list of movies about ice skating,O O O O O O B_subject I_subject
1777,list ice skating movies please,O B_subject I_subject O O
1778,are there any movies with ice skating,O O O O O B_subject I_subject
1779,please show me movies about ice skating,O O O O O B_subject I_subject
1780,search for movies about ice skating,O O O O B_subject I_subject
1781,are there any movies with skating on ice,O O O O O B_subject I_subject I_subject
1782,find dreamworks movies for kids,O B_producer O O B_mpaa_rating
1783,where can i see a list of movies produced in great britain,O O O O O O O O O O B_country I_country
1784,taye diggs films,B_person I_person O
1785,about house at the end of the street,O B_movie I_movie I_movie I_movie I_movie I_movie I_movie
1786,find me info on house at the end of the street,O O O O B_movie I_movie I_movie I_movie I_movie I_movie I_movie
1787,house at the end of the street movie info,B_movie I_movie I_movie I_movie I_movie I_movie I_movie O O
1788,i would like to see house at the end of the street information,O O O O O B_movie I_movie I_movie I_movie I_movie I_movie I_movie O
1789,overview of house at the end of the street,O O B_movie I_movie I_movie I_movie I_movie I_movie I_movie
1790,show me house at the end of the street,O O B_movie I_movie I_movie I_movie I_movie I_movie I_movie
1791,show me the page about house at the end of the street,O O O O O B_movie I_movie I_movie I_movie I_movie I_movie I_movie
1792,get me info about the movie house at the end of the street,O O O O O O B_movie I_movie I_movie I_movie I_movie I_movie I_movie
1793,show information for the movie house at the end of the street,O O O O O B_movie I_movie I_movie I_movie I_movie I_movie I_movie
1794,show me detailed information about the movie house at the end of the street,O O O O O O O B_movie I_movie I_movie I_movie I_movie I_movie I_movie
1795,show me more details for the movie house at the end of the street,O O O O O O O B_movie I_movie I_movie I_movie I_movie I_movie I_movie
1796,can you give me detailed information about the movie house at the end of the street,O O O O O O O O O B_movie I_movie I_movie I_movie I_movie I_movie I_movie
1797,dispaly info for movie house at the end of the street,O O O O B_movie I_movie I_movie I_movie I_movie I_movie I_movie
1798,display overview of the movie house at the end of the street,O O O O O B_movie I_movie I_movie I_movie I_movie I_movie I_movie
1799,i need information about the cast reviews story etc in detail about the movie house at the end of the street,O O O O O O O O O O O O O O B_movie I_movie I_movie I_movie I_movie I_movie I_movie
1800,send me movies that are in chinese,O O O O O O B_language
1801,i want chinese language movies,O O B_language I_language O
1802,show me movies in chinese,O O O O B_language
1803,find all chinese language movies,O O B_language I_language O
1804,look up movies in chinese,O O O O B_language
1805,movies in chinese,O O B_language
1806,show me movies produced by julian fellows,O O O O O B_producer I_producer
1807,julian fellows productions,B_producer I_producer O
1808,can you please search movies of tom cruise,O O O O O O B_person I_person
1809,find movies with tom cruise,O O O B_cast I_cast
1810,find movies with tom cruise in them,O O O B_cast I_cast O O
1811,in what movies tom cruise is,O O O B_cast I_cast O
1812,movies starring tom cruise,O O B_cast I_cast
1813,show me all movies tom cruise has been in,O O O O B_cast I_cast O O O
1814,tom cruise movies,B_person I_person O
1815,tom cruise movies,B_person I_person O
1816,what movies has tom cruise been in,O O O B_cast I_cast O O
1817,what movies has tom cruise starred in,O O O B_cast I_cast O O
1818,find movies produced by george lucas,O O O O B_producer I_producer
1819,find movies produced by george lucus,O O O O B_producer I_producer
1820,give me a list of movies produced by george lucas,O O O O O O O O B_producer I_producer
1821,give me a list of movies that george lucas produced,O O O O O O O B_producer I_producer O
1822,locate all movies produced by george lucas,O O O O O B_producer I_producer
1823,list of dax shepard movies,O O B_person I_person O
1824,yash chopra 's movies,B_director I_director O O
1825,find movies of yash chopra,O O O B_director I_director
1826,trouble with the curve was based on what,B_movie I_movie I_movie I_movie O O O O
1827,what was the last film robert redford produced,O O O O O B_producer I_producer O
1828,movies about immigration,O O B_subject
1829,dawn of the dead movie information,B_movie I_movie I_movie I_movie O O
1830,search the campaign movie,O B_movie I_movie O
1831,show me information related to the film the campaign,O O O O O O O B_movie I_movie
1832,will you please show me info on the movie the campaign,O O O O O O O O O B_movie I_movie
1833,the campaign movie page,B_movie I_movie O O
1834,i want to see info on the movie the campaign,O O O O O O O O B_movie I_movie
1835,look up movie the campaign,O O O B_movie I_movie
1836,please show me info on the movie the campaign,O O O O O O O B_movie I_movie
1837,show me information for the movie the campaign,O O O O O O B_movie I_movie
1838,tell me about the movie the campaign in detail,O O O O O B_movie I_movie O O
1839,can you show me details about the movie the campaign,O O O O O O O O B_movie I_movie
1840,find movies about love,O O O B_subject
1841,movies about nature,O O B_subject
1842,show me the comedy pitch perfect,O O O B_genre B_movie I_movie
1843,show me the movies produced by reliance,O O O O O O B_producer
1844,which movies are family friendly,O O O B_genre I_genre
1845,can you get me a pg movie list,O O O O O B_mpaa_rating O O
1846,find a pg rated movie,O O B_mpaa_rating O O
1847,find rated pg movies,O O B_mpaa_rating O
1848,give me some good pg moives,O O O O B_mpaa_rating O
1849,i am looking for movies that are rated pg for family movie night,O O O O O O O O B_mpaa_rating O O O O
1850,i need to see a list of pg movies,O O O O O O O B_mpaa_rating O
1851,i need to see all pg movies,O O O O O B_mpaa_rating O
1852,movies rated pg,O O B_mpaa_rating
1853,pg movies list please,B_mpaa_rating O O O
1854,please show a list of recent movies rated pg,O O O O O O O O B_mpaa_rating
1855,show me movies rated pg,O O O O B_mpaa_rating
1856,bring up all pg movies,O O O B_mpaa_rating O
1857,find me pg movies,O O B_mpaa_rating O
1858,find movies rated pg,O O O B_mpaa_rating
1859,find movies that are pg,O O O O B_mpaa_rating
1860,i need movies with a pg rating,O O O O O B_mpaa_rating O
1861,i want to search for pg rated movies,O O O O O B_mpaa_rating O O
1862,list movies rated pg,O O O B_mpaa_rating
1863,movies with pg rating,O O B_mpaa_rating O
1864,movies with pg rating,O O B_mpaa_rating O
1865,pg movies,B_mpaa_rating O
1866,show me pg rated movies,O O B_mpaa_rating O O
1867,show me the movies rating pg,O O O O O B_mpaa_rating
1868,find movies with pg ratings only,O O O B_mpaa_rating O O
1869,i want a list of pg rated movies,O O O O O B_mpaa_rating O O
1870,i want to see movies that are rated pg,O O O O O O O O B_mpaa_rating
1871,only show movies rated pg,O O O O B_mpaa_rating
1872,please find pg rated movies,O O B_mpaa_rating O O
1873,search for movies with a pg rating,O O O O O B_mpaa_rating O
1874,search for movies with a pg rating,O O O O O B_mpaa_rating O
1875,show me all pg movies,O O O B_mpaa_rating O
1876,show me movies with pg rating,O O O O B_mpaa_rating O
1877,show me movies with pg ratings,O O O O B_mpaa_rating O
1878,show me pg movies,O O B_mpaa_rating O
1879,get hungarian films,O B_country O
1880,i want to watch a comedy made in hungary,O O O O O B_genre O O B_country
1881,show me hungarian comedies,O O B_country B_genre
1884,show me the movie now forager,O O O O B_movie I_movie
1885,what old movies are made by warner brothers,O O O O O O B_producer I_producer
1886,i want to look up alfred hitchcock movies,O O O O O B_director I_director O
1887,find me movies made by alfred hitchcock,O O O O O B_director I_director
1888,i want to search for alfred hitchcock movies,O O O O O B_director I_director O
1889,i would like to watch an alfred hitchcock movie,O O O O O O B_director I_director O
1890,show me some alfred hitchcock movies,O O O B_director I_director O
1891,look up alfred hitchcock movies,O O B_director I_director O
1892,movies alfred hitchcock,O B_director I_director
1893,movies by alfred hitchcock,O O B_director I_director
1894,movies by alfred hitchcock,O O B_director I_director
1895,what movies has alfred hitchcock directed,O O O B_director I_director O
1896,hitchcock movie list,B_director O O
1897,list hitchcock movies,O B_director O
1898,movie list hitchcock,O O B_director
1899,show me hitchcock movies,O O B_director O
1900,hitchcock movie info,B_director O O
1901,hitchcock movies,B_director O
1902,what movies did hitchcock direct,O O O B_director O
1903,show me the last five films for lionsgate,O O O O O O O B_producer
1904,show me recent movies from lionsgate,O O O O O B_producer
1905,what new movies does lionsgate have out,O O O O B_producer O O
1906,show me the movie vulgaria,O O O O B_movie
1907,what recently released movies are rated r,O O O O O O B_mpaa_rating
1908,get me a list of current r-rated movies,O O O O O O B_mpaa_rating O
1909,show a list of recent releases that are rated pg,O O O O O O O O O B_mpaa_rating
1910,what are some recent released pg movies,O O O O O B_mpaa_rating O
1911,show recent movies rated pg,O O O O B_mpaa_rating
1912,will you show me a list of recent movies rated pg,O O O O O O O O O O B_mpaa_rating
1913,which current movies are rated pg,O O O O O B_mpaa_rating
1914,do you have anything by george cukor,O O O O O B_director I_director
1915,what was the first movie steven spielberg directed,O O O O O B_director I_director O
1916,did rob reiner direct any movies,O B_director I_director O O O
1917,what was the highest making movie,O O O O O O
1918,show me high grossing movies,O O O O O
1919,what movies made the most money,O O O O O O
1920,what are the top grossing movies,O O O O O O
1921,find the new will ferrell movie,O O O B_person I_person O
1922,what are the three latest films with will ferrell,O O O O O O O B_cast I_cast
1923,what are recent films by will ferrell,O O O O O B_cast I_cast
1924,any new movies with eddie murphy,O O O O B_cast I_cast
1925,i would like to look for movies about god,O O O O O O O O B_subject
1926,look up movies about god,O O O O B_subject
1927,i want to look for movies about god,O O O O O O O B_subject
1928,please search for movies about god,O O O O O B_subject
1929,watch ron howard 's latest movie,O B_director I_director O O O
1930,find ron howard new movie,O B_director I_director O O
1931,i need a list of movies produced by ray stark,O O O O O O O O B_producer I_producer
1932,show me all movies produced by ray stark,O O O O O O B_producer I_producer
1933,what movies has ray stark produced,O O O B_producer I_producer O
1934,what movie has albert brooks done lately,O O O B_person I_person O O
1935,recent movies by steven spielberg,O O O B_director I_director
1936,find sandra bullock 's latest movie,O B_person I_person O O O
1937,i am looking for movies directed by tom hanks,O O O O O O O B_director I_director
1938,find movies directed by tom hanks,O O O O B_director I_director
1939,show me movies that tom hanks directed,O O O O B_director I_director O
1940,movies by tom hanks,O O B_director I_director
1941,show me a list of all movies that were directed by tom hanks,O O O O O O O O O O O B_director I_director
1942,what movie made the least money,O O O O O O
1943,what has tom cruise acted in lately,O O B_person I_person O O O
1944,what new movies are playing with rating of pg thirteen,O O O O O O O O B_mpaa_rating I_mpaa_rating
1945,show me a list of movies that are new and rated pg-13,O O O O O O O O O O O B_mpaa_rating
1946,what pg-13 movies are currently showing,O B_mpaa_rating O O O O
1947,what other movies has will smith directed,O O O O B_director I_director O
1948,show me the latest movies in kannada,O O O O O O B_language
1949,have any new movies by twentieth century fox,O O O O O B_producer I_producer I_producer
1950,current movie suggestions,O O O
1951,show me new releases,O O O O
1952,see ed harris last movie,O B_person I_person O O
1953,give me a list of recent horror films,O O O O O B_release_year B_genre O
1954,show me movies in swedish,O O O O B_language
1955,what was woody allen 's last movie,O O B_director I_director O O O
1956,about in july,O B_movie I_movie
1957,i want to go to the homepage for in july,O O O O O O O O B_movie I_movie
1958,i want to view the page on in july,O O O O O O O B_movie I_movie
1959,i would like to see the main page of in july,O O O O O O O O O B_movie I_movie
1960,in july information,B_movie I_movie O
1961,summary of in july,O O B_movie I_movie
1962,synopsis for in july,O O B_movie I_movie
1963,was life is beautiful made in italy,O B_movie I_movie I_movie O O B_country
1964,current movies rated g,O O O B_mpaa_rating
1965,find all new releases that are rated g,O O O O O O O B_mpaa_rating
1966,can i have a list of movie production companies,O O O O O O O O O
1967,who is bruce willis,O O B_person I_person
1968,producer,O
1969,i need a movie producer list,O O O O O O
1970,can i have a list of producers,O O O O O O O
1971,find me info on emma watson,O O O O B_person I_person
1972,show me more information about will smith,O O O O O B_person I_person
1973,will smith bio,B_person I_person O
1974,i need a list of actors,O O O O O O
1975,search for actors,O O O
1976,find actors,O O
1977,search movie actors,O O O
1978,movie actors,O O
1979,display actors in movies,O O O O
1980,show actors in movies,O O O O
1981,display biography of actor will ferrell,O O O O B_person I_person
1982,who is the actor will ferrell,O O O O B_person I_person
1983,director,O
1984,find a director,O O O
1985,find directors,O O
1986,search directors,O O
1987,search directors,O O
1988,movie directors,O O
1989,give me a list of directors,O O O O O O
1990,where can i find a director,O O O O O O
1991,see bill paxton,O B_person I_person
1992,give me information about elizabeth mcgovern,O O O O B_person I_person
1993,show me information on darla anderson,O O O O B_person I_person
1994,can you give me more information about charles,O O O O O O O B_person
1995,can you tell me more about the producer ray stark,O O O O O O O O B_person I_person
1996,give me more details about the producer ray stark,O O O O O O O B_person I_person
1997,i need to know more about the producer ray stark,O O O O O O O O B_person I_person
1998,show me more information about the producer ray stark,O O O O O O O B_person I_person
1999,show me information on shelly long,O O O O B_person I_person
2000,i want to know about clint eastwood,O O O O O B_person I_person
2001,look for information about charles vidor,O O O O B_person I_person
2002,search for information about charles vidor,O O O O B_person I_person
2003,want to see charles vidor,O O O B_person I_person
2004,who is childs vidor,O O B_person I_person
2005,find me more information on scorscese,O O O O O B_person
2006,find the director andrew stanton,O O O B_person I_person
2007,who is andrew stanton,O O B_person I_person
2008,see the olsen twins,O O B_person I_person
2009,can you find more information on albert ruddy,O O O O O O B_person I_person
2010,search for information about tom cruise,O O O O B_person I_person
2011,find information about tom cruise,O O O B_person I_person
2012,look for information about tom cruise,O O O O B_person I_person
2013,look up information about tom cruise,O O O O B_person I_person
2014,all about will farrell please,O O B_person I_person O
2015,bio on will ferrell,O O B_person I_person
2016,biography for will ferrell,O O B_person I_person
2017,bring me to will ferrell informaion,O O O B_person I_person O
2018,bring up a bio on will ferrell,O O O O O B_person I_person
2019,can you show me information on will ferrell please,O O O O O O B_person I_person O
2020,display all information on will ferrell,O O O O B_person I_person
2021,get me bio info for will ferrell,O O O O O B_person I_person
2022,goto will ferrell biography,O B_person I_person O
2023,i want information about will ferrell,O O O O B_person I_person
2024,i want to see will ferrell details,O O O O B_person I_person O
2025,information about will ferrell,O O B_person I_person
2026,look for will ferrell,O O B_person I_person
2027,open a page about will ferrell,O O O O B_person I_person
2028,please show me information on will ferrell,O O O O O B_person I_person
2029,search for will ferrell,O O B_person I_person
2030,show me a bio of will ferrell,O O O O O B_person I_person
2031,show me will ferrell information,O O B_person I_person O
2032,show will ferrell information,O B_person I_person O
2033,who is will ferrell,O O B_person I_person
2034,who is will ferrell,O O B_person I_person
2035,who is will ferrell,O O B_person I_person
2036,will ferrell,B_person I_person
2037,will ferrell history,B_person I_person O
2038,will ferrell tidbits,B_person I_person O
2039,will ferrell 's biography,B_person I_person O O
2040,please run a search on will ferrell and display all info returned,O O O O O B_person I_person O O O O O
2041,what is terry georges background,O O B_person I_person O
2042,exhibit all relevant information about the director steven spielberg,O O O O O O O B_person I_person
2043,show me the bio for the director steven spielberg,O O O O O O O B_person I_person
2044,who is director steven spielberg,O O O B_person I_person
2045,show all relevant information about the director steven spielberg,O O O O O O O B_person I_person
2046,show biography for director steven spielberg,O O O O B_person I_person
2047,find information about kristen stewart,O O O B_person I_person
2048,how do i find out information about kristen stewart,O O O O O O O B_person I_person
2049,learn more about kristen stewart,O O O B_person I_person
2050,who is kristen stewart,O O B_person I_person
2051,information on julia roberts,O O B_person I_person
2052,get me information about spielberg,O O O O B_person
2053,i want to know about spielberg,O O O O O B_person
2054,i want to see spielberg 's page,O O O O B_person O O
2055,pull up spielberg,O O B_person
2056,show me spielberg 's info,O O B_person O O
2057,show me spielberg 's main page,O O B_person O O O
2058,show me the profile of spielberg,O O O O O B_person
2059,show my spielberg info,O O B_person O
2060,find me stats about steven spielberg,O O O O B_person I_person
2061,i need details steven spielberg now,O O O B_person I_person O
2062,search for steven spielberg,O O B_person I_person
2063,show me the information for steven spielberg,O O O O O B_person I_person
2064,stephen spielberg biography,B_person I_person O
2065,steven spielberg,B_person I_person
2066,steven spielberg bio,B_person I_person O
2067,steven spielberg profile page,B_person I_person O O
2068,what about steven spielberg,O O B_person I_person
2069,who is steven spielberg,O O B_person I_person
2070,find info on tom hanks,O O O B_person I_person
2071,show me information on tom hanks,O O O O B_person I_person
2072,show tom hanks,O B_person I_person
2073,information for sally field,O O B_person I_person
2074,sergio leone,B_person I_person
2075,i need information on sean connery,O O O O B_person I_person
2076,tell me about michelle pfiefer,O O O B_person I_person
2077,i want to learn about charlie sheen,O O O O O B_person I_person
2078,find information about robert wise,O O O B_person I_person
2079,robert wise life,B_person I_person O
2080,search for information about robert wise,O O O O B_person I_person
2081,director 's profiles: hitchcock,O O O B_person
2082,warner brothers bio,O O O
2083,alfred hitchcock,B_person I_person
2084,who is hitchcock,O O B_person
2085,information for clark gable,O O B_person I_person
2086,i want information about angelina jolie,O O O O B_person I_person
2087,i want more information on richard lester,O O O O O B_person I_person
2088,information for vivian lee,O O B_person I_person
2089,name the producer of the godfather,O O O O B_movie I_movie
2090,what is the name of the company that produced sparkle,O O O O O O O O O B_movie
2091,what is the name of the company that produced the movie ants,O O O O O O O O O O O B_movie
2092,show me the name of the producer of the movie avatar,O O O O O O O O O O B_movie
2093,can you show me the name of the producer for cabin in the woods,O O O O O O O O O O I_movie I_movie I_movie I_movie
2094,what is the name of the company that produced the movie avatar,O O O O O O O O O O O B_movie
2095,please provide the name of the company that produced sparkle,O O O O O O O O O B_movie
2096,what is the name of the company that produced the movie inception,O O O O O O O O O O O B_movie
2097,hitch list producer,B_movie O O
2098,i want info on how produced hitch,O O O O O O B_movie
2099,who are the producers for the movie hitch,O O O O O O O B_movie
2100,who is the producer for hitch,O O O O O B_movie
2101,who produced hitch,O O B_movie
2102,who produced hitch,O O B_movie
2103,who produced hitch,O O B_movie
2104,who was the producer for the movie hitch,O O O O O O O B_movie
2105,info hitch producer,O B_movie O
2106,what production company was responsible for the film the devil wears prada,O O O O O O O O B_movie I_movie I_movie I_movie
2107,what company produced secretariat,O O O B_movie
2108,what company produced the movie field of dreams,O O O O O B_movie I_movie I_movie
2109,what company produced jurassic park,O O O B_movie I_movie
2110,company that produced iron man,O O O B_movie I_movie
2111,what company produced cabin in the woods,O O O B_movie I_movie I_movie I_movie
2112,production company for spiderman,O O O B_movie
2113,who produced cabin in the woods,O O B_movie I_movie I_movie I_movie
2114,what was the production company for black swan,O O O O O O B_movie I_movie
2115,get me the think like a man movie producer,O O O B_movie I_movie I_movie I_movie O O
2116,who produced cars,O O B_movie
2117,who produced cars,O O B_movie
2118,who produced the movie cars,O O O O B_movie
2119,who produced steel magnolias,O O B_movie I_movie
2120,who produces steel magnolias,O O B_movie I_movie
2121,name of producer for ghost busters,O O O O B_movie I_movie
2122,who produced et,O O B_movie
2123,who was the producer for elizabeth,O O O O O B_movie
2124,please show me who produces madagascar,O O O O O B_movie
2125,look for the producer of heroine,O O O O O B_movie
2126,producer of heroine,O O B_movie
2127,can you find the producer of heroine,O O O O O O B_movie
2128,can you tell me who produced the movie avatar,O O O O O O O O B_movie
2129,i need to know the movie avatar 's producer name,O O O O O O B_movie O O O
2130,i need to know who produced the movie avatar,O O O O O O O O B_movie
2131,please tell me who produce the avatar,O O O O O O B_movie
2132,producer of avatar,O O B_movie
2133,who is the producer of avatar,O O O O O B_movie
2134,who produce the avatar,O O O B_movie
2135,who produced avatar,O O B_movie
2136,who produced avatar,O O B_movie
2137,who produced avatar,O O B_movie
2138,who produced avatar,O O B_movie
2139,who produced avatar with james cameron,O O B_movie O B_person I_person
2140,who is listed as producer of grease,O O O O O O B_movie
2141,who is the producer of grease,O O O O O B_movie
2142,browse lionsgate information,O B_producer O
2143,display production company lionsgate,O O O B_producer
2144,get info on lionsgate,O O O B_producer
2145,goto lionsgate,O B_producer
2146,i would like more information about lionsgate,O O O O O O B_producer
2147,look for information about lionsgate,O O O O B_producer
2148,see lionsgate info,O B_producer O
2149,show lionsgate,O B_producer
2150,company that produced the avengers,O O O B_movie I_movie
2151,show who produced black swan,O O O B_movie I_movie
2152,who produced black swan,O O B_movie I_movie
2153,who produced spaceballs,O O B_movie
2154,find the producer of the godfather,O O O O B_movie I_movie
2155,show me the producer of the godfather,O O O O O B_movie I_movie
2156,who is the producer of the godfather,O O O O O B_movie I_movie
2157,who produced the godfather,O O B_movie I_movie
2158,who produced the godfather,O O B_movie I_movie
2159,who produced the godfather,O O B_movie I_movie
2160,who produced the godfather movies,O O B_movie I_movie O
2161,producer for slumdog millionaire,O O B_movie I_movie
2162,company that produced thor,O O O B_movie
2163,what company produced days of thunder,O O O B_movie I_movie I_movie
2164,i want to look for information about paramount studios,O O O O O O O B_producer O
2165,look for information about paramount studios,O O O O B_producer O
2166,what is the history behind paramount,O O O O O B_producer
2167,look at paramount,O O B_producer
2168,who produced hotel rwanda,O O B_movie I_movie
2169,who produced the movie hotel rwanda,O O O O B_movie I_movie
2170,who produced titanic,O O B_movie
2171,company that produced twilight,O O O B_movie
2172,producer for ms. congeniality,O O B_movie I_movie
2173,who produced top gun,O O B_movie I_movie
2174,what production company produced the movie avatar,O O O O O O B_movie
2175,what studio made the dark knight,O O O B_movie I_movie I_movie
2176,what company produced the hangover,O O O B_movie I_movie
2177,who produced the devil wears prada,O O B_movie I_movie I_movie I_movie
2178,i d like to know who the producer of the terminator is,O O O O O O O O O B_movie I_movie O
2179,i wonder who produced the terminator,O O O O B_movie I_movie
2180,who is the producer of the terminator,O O O O O B_movie I_movie
2181,find producer of the great debaters,O O O B_movie I_movie I_movie
2182,who produced the great debaters,O O B_movie I_movie I_movie
2183,who produced the movie twilight,O O O O B_movie
2184,production company for the hulk,O O O O B_movie
2185,can i see who produced possesion,O O O O O B_movie
2186,who produced possesion,O O B_movie
2187,find the producer of moby dick,O O O O B_movie I_movie
2188,producer for the passion of the christ,O O B_movie I_movie I_movie I_movie I_movie
2189,who produced what to expect when you 're expecting,O O B_movie I_movie I_movie I_movie I_movie I_movie I_movie
2190,what company is the producer of inception,O O O O O O B_movie
2191,who produced the movie the dark knight,O O O O B_movie I_movie I_movie
2192,who produced lion king,O O B_movie I_movie
2193,i would like to find the producers of the lion king,O O O O O O O O B_movie I_movie I_movie
2194,what company produced sparkle,O O O B_movie
2195,which company produced the terminator,O O O B_movie I_movie
2196,who produced casino royale,O O B_movie I_movie
2197,search mgm studios,O B_producer O
2198,who was the producer for the amazing spiderman,O O O O O B_movie I_movie I_movie
2199,in the movie ants who is the producer,O O O B_movie O O O O
2200,the movie ants was produced by what person,O O B_movie O O O O O
2201,the producers for the movie ants,O O O O O B_movie
2202,who is the producer for the movie ants,O O O O O O O B_movie
